Animal_Id;animal_type;animal_breed;Kennel_Number;Kennel_Status;Tag_Type;Activity_Number;Activity_Sequence;Source_Id;Census_Tract;Council_District;intake_type;Intake_Subtype;Reason;Staff_Id;intake_date;intake_time;Due_Out;intake_condition;Hold_Request;Outcome_Type;Outcome_Date;Outcome_Time;Receipt_Number;Impound_Number;Service_Request_Number;Outcome_Condition;chip_status;Animal_Origin;Additional_Information;animal_stay_days;Month;Year;;;;;;;;;;;;;;;;
A1068556;OFFSET_1;52;SH;LFC;19;IMPOUNDED;1;P0884785;10704;3;OWNER;SURRENDER;GENERAL;NOTRIGHTFT;AH;5/21/2019;00:00;17:52:00;5/21/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;OTHER;00:00:00;K19-462232;SCAN;NO;CHIP;OVER;THE;COUNTER;1;FY2017;NEXT_FY;;;;;;;;;;;;;
A1068496;OFFSET_1;52;SH;AC;31;IMPOUNDED;1;P0884741;6800;1;OWNER;SURRENDER;GENERAL;FINANCIAL;DL;5/21/2019;00:00;14:28:00;5/27/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;POSSIBLY;OWNED;OTHER;00:00:00;K19-462166;SCAN;CHIP;OVER;THE;COUNTER;1;FY2017;NEXT_FY;;;;;;;;;;;;
A1068501;OFFSET_1;52;SH;AC;33;IMPOUNDED;1;P0884741;6800;1;OWNER;SURRENDER;GENERAL;FINANCIAL;DL;5/21/2019;00:00;14:28:00;5/27/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;POSSIBLY;OWNED;OTHER;00:00:00;K19-462170;SCAN;CHIP;OVER;THE;COUNTER;1;FY2017;NEXT_FY;;;;;;;;;;;;
A1068471;OFFSET_1;52;SH;AC;9;AVAILABLE;1;P0701451;20500;6;OWNER;SURRENDER;GENERAL;PERSNLISSU;BW;5/21/2019;00:00;13:09:00;5/21/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-462136;SCAN;NO;CHIP;OVER;THE;COUNTER;1;FY2017;NEXT_FY;;;;;;;;;;;
A1068555;OFFSET_1;52;SH;K1;IMPOUNDED;A19-174250;1;P0884748;3901;7;OWNER;SURRENDER;GENERAL;FINANCIAL;DT1757;5/21/2019;00:00;17:40:00;5/21/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;OTHER;00:00:00;K19-462231;SCAN;NO;CHIP;FIELD;1;FY2017;NEXT_FY;;;;;;;;;;;;;;;
A1068546;OFFSET_1;52;SH;K4;IMPOUNDED;1;P0884776;13623;11;OWNER;SURRENDER;GENERAL;MEDICAL;BW;5/21/2019;00:00;17:11:00;5/21/2019;00:00;TREATABLE;MANAGEABLE;NON-CONTAGIOUS;RESC;FOSTR;FOSTER;00:00:00;K19-462220;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;SCAN;NO;CHIP;OVER;THE;COUNTER;FOSTER;1;FY2017;NEXT_FY;;;;;;;;
A1068551;OFFSET_1;52;SH;LFC;39;IMPOUNDED;A19-174250;1;P0884748;3901;7;OWNER;SURRENDER;GENERAL;FINANCIAL;DT1757;5/21/2019;00:00;17:40:00;5/27/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;HOLD;NOTIFY;OTHER;00:00:00;K19-462227;SCAN;CHIP;FIELD;1;FY2017;NEXT_FY;;;;;;;;;;;;;
A1068627;OFFSET_1;52;SH;AC;19;IMPOUNDED;1;P0884841;20500;6;OWNER;SURRENDER;GENERAL;FINANCIAL;AH;5/22/2019;00:00;11:17:00;5/22/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;OTHER;00:00:00;K19-462328;SCAN;NO;CHIP;OVER;THE;COUNTER;0;FY2017;NEXT_FY;;;;;;;;;;;;;
A1068628;OFFSET_1;52;SH;AC;23;IMPOUNDED;1;P0884841;20500;6;OWNER;SURRENDER;GENERAL;FINANCIAL;AH;5/22/2019;00:00;11:17:00;5/22/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;OTHER;00:00:00;K19-462329;SCAN;NO;CHIP;OVER;THE;COUNTER;0;FY2017;NEXT_FY;;;;;;;;;;;;;
A1062122;OFFSET_1;52;SH;LOST;IMPOUNDED;0;P877439;STRAY;WEB;WEB;1/29/2019;00:00;11:05:00;3/16/2019;00:00;NORMAL;OTHER;00:00:00;K19-454494;113;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065488;OFFSET_1;52;MH;LOST;IMPOUNDED;0;P881426;STRAY;WEB;WEB;2/25/2019;00:00;13:47:00;04/03/2019;00:00;NORMAL;OTHER;00:00:00;K19-458470;86;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062112;OFFSET_1;52;SH;FOUND;IMPOUNDED;0;P877429;STRAY;WEB;WEB;03/04/2019;00:00;11:05:00;3/15/2019;00:00;NORMAL;OTHER;00:00:00;K19-454484;79;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062149;OFFSET_1;52;MH;LOST;IMPOUNDED;0;P877466;STRAY;WEB;WEB;03/04/2019;00:00;11:05:00;3/19/2019;00:00;NORMAL;OTHER;00:00:00;K19-454521;79;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062130;OFFSET_1;52;SH;LOST;IMPOUNDED;0;P877447;STRAY;WEB;WEB;03/04/2019;00:00;11:05:00;3/17/2019;00:00;NORMAL;OTHER;00:00:00;K19-454502;79;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062104;OFFSET_1;BOMBAY;LOST;IMPOUNDED;0;P877421;STRAY;WEB;WEB;03/08/2019;00:00;11:05:00;3/14/2019;00:00;NORMAL;OTHER;00:00:00;K19-454476;75;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065424;OFFSET_1;52;SH;LOST;IMPOUNDED;0;P881362;STRAY;WEB;WEB;03/09/2019;00:00;13:47:00;3/23/2019;00:00;NORMAL;OTHER;00:00:00;K19-458406;74;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062171;OFFSET_1;52;SH;LOST;IMPOUNDED;0;P877488;STRAY;WEB;WEB;03/09/2019;00:00;11:05:00;3/23/2019;00:00;NORMAL;OTHER;00:00:00;K19-454543;74;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062098;OFFSET_1;52;SH;LOST;IMPOUNDED;0;P877415;STRAY;WEB;WEB;03/10/2019;00:00;11:05:00;3/13/2019;00:00;NORMAL;OTHER;00:00:00;K19-454470;73;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062108;OFFSET_1;52;SH;LOST;IMPOUNDED;0;P877425;STRAY;WEB;WEB;03/12/2019;00:00;11:05:00;3/15/2019;00:00;NORMAL;OTHER;00:00:00;K19-454480;71;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062128;OFFSET_1;52;MH;LOST;IMPOUNDED;0;P877445;STRAY;WEB;WEB;3/14/2019;00:00;11:05:00;3/17/2019;00:00;NORMAL;OTHER;00:00:00;K19-454500;69;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062120;OFFSET_1;52;SH;LOST;IMPOUNDED;0;P877437;STRAY;WEB;WEB;3/15/2019;00:00;11:05:00;3/16/2019;00:00;NORMAL;OTHER;00:00:00;K19-454492;68;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062121;OFFSET_1;52;SH;LOST;IMPOUNDED;0;P877438;STRAY;WEB;WEB;3/15/2019;00:00;11:05:00;3/16/2019;00:00;NORMAL;OTHER;00:00:00;K19-454493;68;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062159;OFFSET_1;52;SH;LOST;IMPOUNDED;0;P877476;STRAY;WEB;WEB;3/18/2019;00:00;11:05:00;3/20/2019;00:00;NORMAL;OTHER;00:00:00;K19-454531;65;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062179;OFFSET_1;52;MH;LOST;IMPOUNDED;0;P877496;STRAY;WEB;WEB;3/20/2019;00:00;11:05:00;3/24/2019;00:00;NORMAL;OTHER;00:00:00;K19-454551;63;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062178;OFFSET_1;52;MH;LOST;IMPOUNDED;0;P877495;STRAY;WEB;WEB;3/20/2019;00:00;11:05:00;3/24/2019;00:00;NORMAL;OTHER;00:00:00;K19-454550;63;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065432;OFFSET_1;52;MH;LOST;IMPOUNDED;0;P881370;STRAY;WEB;WEB;3/20/2019;00:00;13:47:00;3/24/2019;00:00;NORMAL;OTHER;00:00:00;K19-458414;63;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062180;OFFSET_1;52;MH;LOST;IMPOUNDED;0;P877497;STRAY;WEB;WEB;3/20/2019;00:00;11:05:00;3/24/2019;00:00;NORMAL;OTHER;00:00:00;K19-454552;63;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065430;OFFSET_1;52;MH;LOST;IMPOUNDED;0;P881368;STRAY;WEB;WEB;3/20/2019;00:00;13:47:00;3/24/2019;00:00;NORMAL;OTHER;00:00:00;K19-458412;63;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065510;OFFSET_1;52;SH;LOST;IMPOUNDED;0;P881448;STRAY;WEB;WEB;3/20/2019;00:00;13:47:00;04/05/2019;00:00;NORMAL;OTHER;00:00:00;K19-458492;63;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062177;OFFSET_1;52;MH;LOST;IMPOUNDED;0;P877494;STRAY;WEB;WEB;3/20/2019;00:00;11:05:00;3/24/2019;00:00;NORMAL;OTHER;00:00:00;K19-454549;63;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062182;OFFSET_1;SIAMESE;LOST;IMPOUNDED;0;P877499;STRAY;WEB;WEB;3/21/2019;00:00;11:05:00;3/25/2019;00:00;NORMAL;OTHER;00:00:00;K19-454554;62;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065458;OFFSET_1;AMER;SH;LOST;IMPOUNDED;0;P881396;STRAY;WEB;WEB;3/22/2019;00:00;13:47:00;3/28/2019;00:00;NORMAL;OTHER;00:00:00;K19-458440;61;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062174;OFFSET_1;AMER;SH;LOST;IMPOUNDED;0;P877491;STRAY;WEB;WEB;3/23/2019;00:00;11:05:00;3/24/2019;00:00;NORMAL;OTHER;00:00:00;K19-454546;60;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065426;OFFSET_1;AMER;SH;LOST;IMPOUNDED;0;P881364;STRAY;WEB;WEB;3/23/2019;00:00;13:47:00;3/24/2019;00:00;NORMAL;OTHER;00:00:00;K19-458408;60;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062173;OFFSET_1;AMER;SH;LOST;IMPOUNDED;0;P877490;STRAY;WEB;WEB;3/23/2019;00:00;11:05:00;3/24/2019;00:00;NORMAL;OTHER;00:00:00;K19-454545;60;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065460;OFFSET_1;52;SH;LOST;IMPOUNDED;0;P881398;STRAY;WEB;WEB;3/25/2019;00:00;13:47:00;3/28/2019;00:00;NORMAL;OTHER;00:00:00;K19-458442;58;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065603;OFFSET_1;52;SH;FOUND;IMPOUNDED;0;P881541;STRAY;WEB;WEB;3/25/2019;00:00;13:47:00;4/23/2019;00:00;NORMAL;OTHER;00:00:00;K19-458585;58;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065496;OFFSET_1;AMER;SH;LOST;IMPOUNDED;0;P881434;STRAY;WEB;WEB;3/26/2019;00:00;13:47:00;04/03/2019;00:00;NORMAL;OTHER;00:00:00;K19-458478;57;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065577;OFFSET_1;52;SH;LOST;IMPOUNDED;0;P881515;STRAY;WEB;WEB;3/28/2019;00:00;13:47:00;4/18/2019;00:00;NORMAL;OTHER;00:00:00;K19-458559;55;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065484;OFFSET_1;BOMBAY;LOST;IMPOUNDED;0;P881422;STRAY;WEB;WEB;3/28/2019;00:00;13:47:00;04/02/2019;00:00;NORMAL;OTHER;00:00:00;K19-458466;55;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065522;OFFSET_1;SIAMESE;LOST;IMPOUNDED;0;P881460;STRAY;WEB;WEB;3/29/2019;00:00;13:47:00;04/09/2019;00:00;NORMAL;OTHER;00:00:00;K19-458504;54;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065498;OFFSET_1;SIAMESE;LOST;IMPOUNDED;0;P881436;STRAY;WEB;WEB;3/30/2019;00:00;13:47:00;04/04/2019;00:00;NORMAL;OTHER;00:00:00;K19-458480;53;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065480;OFFSET_1;AMER;SH;LOST;IMPOUNDED;0;P881418;STRAY;WEB;WEB;3/31/2019;00:00;13:47:00;04/01/2019;00:00;NORMAL;OTHER;00:00:00;K19-458462;52;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065613;OFFSET_1;PERSIAN;LOST;IMPOUNDED;0;P881551;STRAY;WEB;WEB;04/01/2019;00:00;13:47:00;4/25/2019;00:00;NORMAL;OTHER;00:00:00;K19-458595;51;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065601;OFFSET_1;52;SH;LOST;IMPOUNDED;0;P881539;STRAY;WEB;WEB;04/02/2019;00:00;13:47:00;4/23/2019;00:00;NORMAL;OTHER;00:00:00;K19-458583;50;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065506;OFFSET_1;AMER;SH;LOST;IMPOUNDED;0;P881444;STRAY;WEB;WEB;04/03/2019;00:00;13:47:00;04/04/2019;00:00;NORMAL;OTHER;00:00:00;K19-458488;49;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065514;OFFSET_1;52;SH;FOUND;IMPOUNDED;0;P881452;STRAY;WEB;WEB;04/05/2019;00:00;13:47:00;04/06/2019;00:00;NORMAL;OTHER;00:00:00;K19-458496;47;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065534;OFFSET_1;SIAMESE;LOST;IMPOUNDED;0;P881472;STRAY;WEB;WEB;04/07/2019;00:00;13:47:00;04/11/2019;00:00;NORMAL;OTHER;00:00:00;K19-458516;45;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065554;OFFSET_1;AMER;SH;LOST;IMPOUNDED;0;P881492;STRAY;WEB;WEB;04/08/2019;00:00;13:47:00;4/14/2019;00:00;NORMAL;OTHER;00:00:00;K19-458536;44;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065550;OFFSET_1;DEVON;REX;LOST;IMPOUNDED;0;P881488;STRAY;WEB;WEB;04/08/2019;00:00;13:47:00;4/13/2019;00:00;NORMAL;OTHER;00:00:00;K19-458532;44;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065552;OFFSET_1;SIAMESE;LOST;IMPOUNDED;0;P881490;STRAY;WEB;WEB;04/12/2019;00:00;13:47:00;4/14/2019;00:00;NORMAL;OTHER;00:00:00;K19-458534;40;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065544;OFFSET_1;PERSIAN;LOST;IMPOUNDED;0;P881482;STRAY;WEB;WEB;04/12/2019;00:00;13:47:00;4/13/2019;00:00;NORMAL;OTHER;00:00:00;K19-458526;40;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065558;OFFSET_1;AMER;SH;LOST;IMPOUNDED;0;P881496;STRAY;WEB;WEB;4/13/2019;00:00;13:47:00;4/15/2019;00:00;NORMAL;OTHER;00:00:00;K19-458540;39;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065575;OFFSET_1;52;SH;LOST;IMPOUNDED;0;P881513;STRAY;WEB;WEB;4/16/2019;00:00;13:47:00;4/17/2019;00:00;NORMAL;OTHER;00:00:00;K19-458557;36;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065610;OFFSET_1;AMER;SH;LOST;IMPOUNDED;0;P881548;STRAY;WEB;WEB;4/19/2019;00:00;13:47:00;4/24/2019;00:00;NORMAL;OTHER;00:00:00;K19-458592;33;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065597;OFFSET_1;52;SH;LOST;IMPOUNDED;0;P881535;STRAY;WEB;WEB;4/20/2019;00:00;13:47:00;4/22/2019;00:00;NORMAL;OTHER;00:00:00;K19-458579;32;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065584;OFFSET_1;52;SH;FOUND;IMPOUNDED;0;P881522;STRAY;WEB;WEB;4/20/2019;00:00;13:47:00;4/20/2019;00:00;NORMAL;OTHER;00:00:00;K19-458566;32;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065158;OFFSET_1;52;SH;K13;IMPOUNDED;A19-168866;1;P0881068;16520;3;STRAY;CONFINED;OTHER;LH1724;4/24/2019;00:00;08:06:00;4/24/2019;00:00;TREATABLE;MANAGEABLE;NON-CONTAGIOUS;RESC;FOSTR;OTHER;00:00:00;K19-458104;SCAN;NO;CHIP;FIELD;28;FY2017;NEXT_FY;;;;;;;;;;;;;;
A1065161;OFFSET_1;52;SH;K13;IMPOUNDED;A19-168866;1;P0881068;16520;3;STRAY;CONFINED;OTHER;LH1724;4/24/2019;00:00;08:06:00;4/24/2019;00:00;TREATABLE;MANAGEABLE;NON-CONTAGIOUS;RESC;FOSTR;OTHER;00:00:00;K19-458107;UNABLE;TO;SCAN;FIELD;28;FY2017;NEXT_FY;;;;;;;;;;;;;;
A1065156;OFFSET_1;52;SH;K13;IMPOUNDED;A19-168866;1;P0881068;16520;3;STRAY;CONFINED;LH1724;4/24/2019;00:00;08:06:00;4/28/2019;00:00;TREATABLE;MANAGEABLE;NON-CONTAGIOUS;RESC;FOSTR;OTHER;00:00:00;K19-458100;SCAN;NO;CHIP;FIELD;28;FY2017;NEXT_FY;;;;;;;;;;;;;;;
A1065160;OFFSET_1;52;SH;K13;IMPOUNDED;A19-168866;1;P0881068;16520;3;STRAY;CONFINED;OTHER;LH1724;4/24/2019;00:00;08:06:00;4/24/2019;00:00;TREATABLE;MANAGEABLE;NON-CONTAGIOUS;RESC;FOSTR;OTHER;00:00:00;K19-458106;SCAN;NO;CHIP;FIELD;28;FY2017;NEXT_FY;;;;;;;;;;;;;;
A1067189;OFFSET_1;52;SH;IC;3;IMPOUNDED;A19-172550;1;P0000000;8801;4;STRAY;QUARANTINE;OTHER;IF;05/09/2019;00:00;14:47:00;5/19/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;SPAY;NEUTER;NETWORK;OTHER;00:00:00;K19-460501;UNABLE;TO;SCAN;OVER;THE;COUNTER;13;FY2017;NEXT_FY;;;;;;;;;;
A1052969;OFFSET_1;52;SH;PSOFFSET_1;17;AVAILABLE;1;P0883464;20400;2;STRAY;AT;LARGE;OTHRINTAKS;DL;05/10/2019;00:00;15:50:00;5/16/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-460651;SCAN;CHIP;OVER;THE;COUNTER;12;FY2017;NEXT_FY;;;;;;;;;;;;
A1067354;OFFSET_1;52;SH;QC;5;IMPOUNDED;A19-172205;1;P9991764;3902;7;STRAY;AT;LARGE;OTHRINTAKS;MO1764;05/11/2019;00:00;10:11:00;05/11/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;RESC;FOSTR;OTHER;00:00:00;K19-460715;SCAN;NO;CHIP;FIELD;11;FY2017;NEXT_FY;;;;;;;;;;;;
A1067546;OFFSET_1;52;SH;QC;3;IMPOUNDED;A19-172293;2;P9991753;4900;4;STRAY;CONFINED;OTHRINTAKS;JS1753;5/13/2019;00:00;11:31:00;5/13/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;RESC;FOSTR;OTHER;00:00:00;K19-460978;SCAN;NO;CHIP;FIELD;9;FY2017;NEXT_FY;;;;;;;;;;;;;
A1067549;OFFSET_1;52;SH;QC;3;IMPOUNDED;A19-172293;2;P9991753;4900;4;STRAY;CONFINED;OTHRINTAKS;JS1753;5/13/2019;00:00;11:31:00;5/13/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;RESC;FOSTR;OTHER;00:00:00;K19-460981;SCAN;NO;CHIP;FIELD;9;FY2017;NEXT_FY;;;;;;;;;;;;;
A1067547;OFFSET_1;52;SH;QC;3;IMPOUNDED;A19-172293;2;P9991753;4900;4;STRAY;CONFINED;OTHRINTAKS;JS1753;5/13/2019;00:00;11:31:00;5/13/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;RESC;FOSTR;OTHER;00:00:00;K19-460979;SCAN;NO;CHIP;FIELD;9;FY2017;NEXT_FY;;;;;;;;;;;;;
A1067548;OFFSET_1;52;SH;QC;3;IMPOUNDED;A19-172293;2;P9991753;4900;4;STRAY;CONFINED;OTHRINTAKS;JS1753;5/13/2019;00:00;11:31:00;5/13/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;RESC;FOSTR;OTHER;00:00:00;K19-460980;SCAN;NO;CHIP;FIELD;9;FY2017;NEXT_FY;;;;;;;;;;;;;
A1067613;OFFSET_1;52;SH;AC;1;AVAILABLE;1;P0883833;10804;3;STRAY;AT;LARGE;OTHRINTAKS;BW;5/13/2019;00:00;18:09:00;5/17/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOPTION;OTHER;00:00:00;K19-461053;SCAN;NO;CHIP;OVER;THE;COUNTER;9;FY2017;NEXT_FY;;;;;;;;;;;;
A1067708;OFFSET_1;52;SH;PCC;1;IMPOUNDED;A19-172999;1;P9991750;12100;7;STRAY;CONFINED;OTHER;CS1750;5/14/2019;00:00;15:42:00;5/14/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;RESCU;ONLY;OTHER;00:00:00;K19-461178;SCAN;NO;CHIP;FIELD;8;FY2017;NEXT_FY;;;;;;;;;;;;;
A1067709;OFFSET_1;52;SH;PCC;1;IMPOUNDED;A19-172999;1;P9991750;12100;7;STRAY;CONFINED;OTHER;CS1750;5/14/2019;00:00;15:42:00;5/14/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;RESCU;ONLY;OTHER;00:00:00;K19-461179;SCAN;NO;CHIP;FIELD;8;FY2017;NEXT_FY;;;;;;;;;;;;;
A1067853;OFFSET_1;52;SH;INCU;2;IMPOUNDED;A19-173325;1;P9991754;12400;9;STRAY;CONFINED;OTHER;AT1754;5/15/2019;00:00;18:25:00;5/15/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;RESC;FOSTR;TRANSFER;00:00:00;K19-461356;SCAN;NO;CHIP;FIELD;TAGGED;7;FY2017;NEXT_FY;;;;;;;;;;;;
A1067831;OFFSET_1;52;MH;IC;4;IMPOUNDED;A19-173318;2;P0684809;11001;3;STRAY;CONFINED;OTHER;RV1213;5/15/2019;00:00;16:37:00;5/25/2019;00:00;UNHEALTHY;UNTREATABLE;NON-CONTAGIOUS;QUARANTINE;OTHER;00:00:00;K19-461333;SCAN;NO;CHIP;FIELD;7;FY2017;NEXT_FY;;;;;;;;;;;;;;
A1067771;OFFSET_1;52;SH;IC;5;IMPOUNDED;A19-173458;1;P0883988;6501;1;STRAY;QUARANTINE;OTHRINTAKS;CBM;5/15/2019;00:00;11:13:00;5/24/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;QUARANTINE;OTHER;00:00:00;K19-461256;SCAN;NO;CHIP;OVER;THE;COUNTER;7;FY2017;NEXT_FY;;;;;;;;;;;;
A1067917;OFFSET_1;52;SH;PCC;6;IMPOUNDED;1;P0594078;2400;2;STRAY;AT;LARGE;MEDICAL;BW;5/16/2019;00:00;11:06:00;5/16/2019;00:00;UNHEALTHY;UNTREATABLE;NON-CONTAGIOUS;RESC;FOSTR;OTHER;00:00:00;K19-461428;SCAN;NO;CHIP;OVER;THE;COUNTER;6;FY2017;NEXT_FY;;;;;;;;;;;
A1068070;OFFSET_1;52;MH;LFC;44;IMPOUNDED;A19-173659;1;P9991768;4700;1;STRAY;CONFINED;OTHRINTAKS;ER1768;5/17/2019;00:00;22:03:00;5/21/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;SPAY;NEUTER;NETWORK;OTHER;00:00:00;K19-461623;UNABLE;TO;SCAN;FIELD;5;FY2017;NEXT_FY;;;;;;;;;;;;
A1068058;OFFSET_1;52;SH;LFC;38;IMPOUNDED;1;P0884272;7809;9;STRAY;AT;LARGE;OTHRINTAKS;IF;5/17/2019;00:00;17:17:00;5/21/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;SPAY;NEUTER;NETWORK;OTHER;00:00:00;K19-461608;SCAN;CHIP;OVER;THE;COUNTER;5;FY2017;NEXT_FY;;;;;;;;;;;
A1068017;OFFSET_1;52;SH;QC;6;IMPOUNDED;1;P0884015;6402;1;STRAY;AT;LARGE;OTHRINTAKS;DL;5/17/2019;00:00;13:41:00;5/17/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;RESC;FOSTR;OTHER;00:00:00;K19-461560;SCAN;NO;CHIP;OVER;THE;COUNTER;5;FY2017;NEXT_FY;;;;;;;;;;;
A1068054;OFFSET_1;52;SH;LFC;17;IMPOUNDED;1;P0884261;1504;14;STRAY;AT;LARGE;OTHRINTAKS;CBM;5/17/2019;00:00;16:31:00;5/21/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;SPAY;NEUTER;NETWORK;OTHER;00:00:00;K19-461603;SCAN;NO;CHIP;OVER;THE;COUNTER;5;FY2017;NEXT_FY;;;;;;;;;;
A1068011;OFFSET_1;52;SH;QC;6;IMPOUNDED;1;P0884015;6402;1;STRAY;AT;LARGE;OTHRINTAKS;DL;5/17/2019;00:00;13:41:00;5/17/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;RESC;FOSTR;OTHER;00:00:00;K19-461554;SCAN;NO;CHIP;OVER;THE;COUNTER;5;FY2017;NEXT_FY;;;;;;;;;;;
A1068032;OFFSET_1;52;SH;LFC;6;IMPOUNDED;A19-173580;1;P9991765;3700;7;STRAY;AT;LARGE;OTHRINTAKS;RK1765;5/17/2019;00:00;15:23:00;5/21/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;SPAY;NEUTER;NETWORK;OTHER;00:00:00;K19-461580;SCAN;NO;CHIP;FIELD;5;FY2017;NEXT_FY;;;;;;;;;;;
